name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s),busy(s),started(s)
nbody,swift,7,50000000,1333,5.562,19700,0,0% 100% 1% 0%,5.564,5.659,0.000
nbody,swift,7,50000000,1333,5.539,19700,0,1% 100% 0% 0%,5.540,5.684,0.000
nbody,swift,7,50000000,1333,5.546,19700,0,1% 0% 0% 99%,5.546,5.640,0.000
nbody,swift,7,50000000,1333,5.536,19700,0,0% 100% 0% 0%,5.536,5.614,0.000
nbody,javaxint,1,500000,1437,2.335,36172,0,0% 64% 1% 0%,3.541,2.376,0.000
nbody,javaxint,1,5000000,1437,21.449,36584,0,0% 0% 100% 0%,21.453,21.517,0.000
nbody,javaxint,1,50000000,1437,213.776,36712,0,0% 0% 100% 0%,213.711,214.566,0.000
nbody,gcc,7,500000,1250,0.077,19684,0,100% 0% 0% 0%,0.077,0.077,0.000
nbody,gcc,7,5000000,1250,0.692,19684,0,100% 1% 0% 1%,0.693,0.712,0.000
nbody,gcc,7,50000000,1250,6.827,19684,0,100% 0% 0% 0%,6.828,6.842,0.000
nbody,gcc,7,50000000,1250,6.837,19684,0,33% 0% 0% 66%,6.840,7.004,0.000
nbody,gcc,7,50000000,1250,6.834,19684,0,0% 0% 99% 0%,6.835,6.882,0.000
nbody,gcc,7,50000000,1250,6.820,19684,0,84% 0% 0% 16%,6.823,6.877,0.000
nbody,gcc,7,50000000,1250,6.826,19684,0,100% 0% 0% 0%,6.828,6.869,0.000
nbody,gcc,7,50000000,1250,6.827,19684,0,100% 0% 0% 0%,6.829,6.884,0.000
nbody,csharpaot,2,500000,1350,0.129,19696,0,34% 0% 0% 2%,0.357,0.133,0.000
nbody,csharpaot,2,5000000,1350,0.716,19696,0,0% 100% 1% 1%,0.707,0.727,0.000
nbody,csharpaot,2,50000000,1350,6.990,19696,0,100% 0% 0% 0%,6.983,7.130,0.000
nbody,csharpaot,2,50000000,1350,7.000,19696,0,0% 99% 0% 0%,6.997,7.095,0.000
nbody,csharpaot,2,50000000,1350,6.992,19696,0,100% 0% 0% 0%,6.985,7.061,0.000
nbody,csharpaot,2,50000000,1350,6.984,19696,0,0% 100% 0% 0%,6.975,7.066,0.000
nbody,csharpaot,2,50000000,1350,6.993,19696,0,0% 100% 0% 1%,6.985,7.131,0.000
nbody,csharpaot,2,50000000,1350,6.996,19696,0,39% 0% 52% 9%,6.990,7.102,0.000
nbody,ifc,1,500000,1400,0.064,19644,0,100% 0% 0% 0%,0.064,0.064,0.000
nbody,ifc,1,5000000,1400,0.549,19644,0,1% 0% 100% 0%,0.550,0.559,0.000
nbody,ifc,1,50000000,1400,5.454,19644,0,0% 0% 100% 0%,5.455,5.548,0.000
nbody,ifc,1,50000000,1400,5.442,19644,0,100% 1% 0% 0%,5.443,5.585,0.000
nbody,ifc,1,50000000,1400,5.455,19644,0,0% 100% 0% 1%,5.456,5.548,0.000
nbody,ifc,1,50000000,1400,5.449,19644,0,100% 0% 1% 0%,5.451,5.571,0.000
nbody,ifc,1,50000000,1400,5.447,19644,0,0% 0% 100% 0%,5.448,5.502,0.000
nbody,ifc,1,50000000,1400,5.447,19644,0,0% 0% 100% 1%,5.448,5.611,0.000
nbody,python3,1,500000,1201,3.557,19652,0,1% 87% 0% 0%,4.059,3.657,0.000
nbody,python3,1,5000000,1201,35.402,19652,0,83% 0% 0% 17%,35.405,35.582,0.000
nbody,python3,1,50000000,1201,354.431,19652,0,96% 0% 0% 3%,354.446,355.510,0.000
nbody,gcc,5,500000,1436,0.064,19684,0,0% 100% 0% 0%,0.064,0.064,0.000
nbody,gcc,5,5000000,1436,0.547,19684,0,100% 0% 1% 1%,0.548,0.567,0.000
nbody,gcc,5,50000000,1436,5.434,19684,0,0% 100% 0% 0%,5.435,5.522,0.000
nbody,gcc,5,50000000,1436,5.436,19684,0,100% 0% 0% 1%,5.438,5.531,0.000
nbody,gcc,5,50000000,1436,5.427,19684,0,100% 0% 0% 0%,5.429,5.500,0.000
nbody,gcc,5,50000000,1436,5.432,19684,0,0% 0% 100% 0%,5.433,5.465,0.000
nbody,gcc,5,50000000,1436,5.434,19684,0,100% 1% 0% 0%,5.435,5.539,0.000
nbody,gcc,5,50000000,1436,5.439,19684,0,0% 78% 1% 22%,5.440,5.615,0.000
nbody,ifx,5,500000,1669,0.043,19648,0,0% 100% 0% 0%,0.044,0.044,0.000
nbody,ifx,5,5000000,1669,0.346,19648,0,2% 0% 2% 100%,0.347,0.367,0.000
nbody,ifx,5,50000000,1669,3.385,19648,0,1% 0% 100% 0%,3.386,3.437,0.000
nbody,ifx,5,50000000,1669,3.389,19648,0,0% 99% 0% 0%,3.390,3.411,0.000
nbody,ifx,5,50000000,1669,3.394,19648,0,26% 0% 0% 74%,3.396,3.447,0.000
nbody,ifx,5,50000000,1669,3.395,19648,0,100% 1% 0% 1%,3.396,3.498,0.000
nbody,ifx,5,50000000,1669,3.385,19648,0,100% 0% 0% 0%,3.386,3.427,0.000
nbody,ifx,5,50000000,1669,3.409,19648,0,0% 0% 100% 0%,3.410,3.461,0.000
nbody,graalvm,1,500000,1437,0.466,61836,0,2% 1% 12% 5%,2.203,0.491,0.000
nbody,graalvm,1,5000000,1437,1.105,101184,0,13% 4% 95% 2%,0.970,1.121,0.000
nbody,graalvm,1,50000000,1437,6.959,100832,0,50% 0% 52% 0%,6.765,7.090,0.000
nbody,graalvm,1,50000000,1437,6.968,100820,0,2% 0% 99% 1%,6.778,7.049,0.000
nbody,graalvm,1,50000000,1437,6.975,100808,0,86% 1% 15% 1%,6.778,7.110,0.000
nbody,graalvm,1,50000000,1437,6.961,100944,0,2% 98% 1% 1%,6.763,7.000,0.000
nbody,graalvm,1,50000000,1437,6.979,101080,0,0% 1% 2% 99%,6.780,7.085,0.000
nbody,graalvm,1,50000000,1437,6.974,101080,0,3% 11% 88% 1%,6.778,7.110,0.000
nbody,rust,5,500000,2224,0.062,19072,0,12% 100% 0% 0%,0.069,0.078,0.000
nbody,rust,5,5000000,2224,0.509,19072,0,1% 1% 0% 100%,0.509,0.528,0.000
nbody,rust,5,50000000,2224,5.024,19072,0,0% 0% 100% 1%,5.025,5.096,0.000
nbody,rust,5,50000000,2224,5.015,19072,0,0% 1% 100% 0%,5.016,5.096,0.000
nbody,rust,5,50000000,2224,5.009,19072,0,0% 0% 100% 0%,5.010,5.030,0.000
nbody,rust,5,50000000,2224,5.018,19072,0,1% 0% 0% 100%,5.019,5.119,0.000
nbody,rust,5,50000000,2224,5.018,19072,0,0% 0% 0% 100%,5.018,5.109,0.000
nbody,rust,5,50000000,2224,5.016,19072,0,89% 11% 0% 0%,5.018,5.068,0.000
nbody,gpp,4,500000,1434,0.063,19736,0,0% 100% 0% 0%,0.064,0.064,0.000
nbody,gpp,4,5000000,1434,0.546,19736,0,0% 98% 0% 0%,0.547,0.537,0.000
nbody,gpp,4,50000000,1434,5.454,19736,0,0% 100% 0% 1%,5.455,5.624,0.000
nbody,gpp,4,50000000,1434,5.451,19736,0,0% 0% 99% 0%,5.451,5.522,0.000
nbody,gpp,4,50000000,1434,5.457,19736,0,100% 0% 1% 0%,5.459,5.622,0.000
nbody,gpp,4,50000000,1434,5.455,19736,0,14% 0% 0% 85%,5.457,5.511,0.000
nbody,gpp,4,50000000,1434,5.460,19736,0,0% 0% 0% 100%,5.461,5.521,0.000
nbody,gpp,4,50000000,1434,5.448,19736,0,0% 26% 0% 73%,5.450,5.510,0.000
nbody,chapel,4,500000,1027,0.072,19680,0,16% 0% 0% 0%,0.310,0.052,0.000
nbody,chapel,4,5000000,1027,0.451,19680,0,100% 2% 4% 2%,0.441,0.482,0.000
nbody,chapel,4,50000000,1027,4.306,19680,0,100% 0% 0% 1%,4.296,4.395,0.000
nbody,chapel,4,50000000,1027,4.301,19680,0,100% 1% 0% 1%,4.294,4.419,0.000
nbody,chapel,4,50000000,1027,4.298,19680,0,100% 0% 0% 0%,4.291,4.343,0.000
nbody,chapel,4,50000000,1027,4.299,19680,0,99% 0% 0% 0%,4.293,4.357,0.000
nbody,chapel,4,50000000,1027,4.300,19680,0,99% 0% 0% 0%,4.294,4.337,0.000
nbody,chapel,4,50000000,1027,4.301,19680,0,100% 0% 0% 1%,4.295,4.376,0.000
nbody,swift,5,500000,1372,0.121,19688,0,0% 0% 14% 0%,0.853,0.120,0.000
nbody,swift,5,5000000,1372,0.595,19688,0,100% 1% 0% 0%,0.596,0.605,0.000
nbody,swift,5,50000000,1372,5.527,19688,0,0% 0% 0% 100%,5.527,5.627,0.000
nbody,swift,5,50000000,1372,5.525,19688,0,1% 100% 0% 0%,5.527,5.610,0.000
nbody,swift,5,50000000,1372,5.575,19688,0,100% 1% 0% 0%,5.576,5.665,0.000
nbody,swift,5,50000000,1372,5.533,19688,0,0% 100% 0% 0%,5.535,5.629,0.000
nbody,swift,5,50000000,1372,5.525,19688,0,73% 26% 0% 0%,5.527,5.588,0.000
nbody,swift,5,50000000,1372,5.518,19688,0,0% 100% 0% 0%,5.520,5.570,0.000
nbody,gcc,1,500000,1179,0.061,19684,0,100% 0% 0% 0%,0.061,0.061,0.000
nbody,gcc,1,5000000,1179,0.526,19684,0,1% 0% 100% 0%,0.527,0.537,0.000
nbody,gcc,1,50000000,1179,5.186,19684,0,0% 0% 100% 0%,5.187,5.239,0.000
nbody,gcc,1,50000000,1179,5.186,19684,0,0% 0% 100% 0%,5.186,5.238,0.000
nbody,gcc,1,50000000,1179,5.187,19684,0,0% 0% 99% 0%,5.188,5.240,0.000
nbody,gcc,1,50000000,1179,5.189,19684,0,1% 1% 100% 0%,5.190,5.315,0.000
nbody,gcc,1,50000000,1179,5.181,19684,0,0% 0% 100% 0%,5.182,5.182,0.000
nbody,gcc,1,50000000,1179,5.196,19684,0,0% 1% 99% 1%,5.197,5.347,0.000
nbody,gnat,1,500000,1624,0.101,19760,0,44% 0% 0% 0%,0.247,0.109,0.000
nbody,gnat,1,5000000,1624,0.593,19760,0,0% 100% 1% 0%,0.593,0.603,0.000
nbody,gnat,1,50000000,1624,5.858,19760,0,1% 0% 0% 100%,5.859,5.994,0.000
nbody,gnat,1,50000000,1624,5.865,19760,0,1% 0% 100% 0%,5.867,5.955,0.000
nbody,gnat,1,50000000,1624,5.859,19760,0,100% 0% 0% 0%,5.859,5.965,0.000
nbody,gnat,1,50000000,1624,5.861,19760,0,0% 0% 100% 0%,5.863,5.945,0.000
nbody,gnat,1,50000000,1624,5.866,19760,0,0% 0% 0% 100%,5.866,5.925,0.000
nbody,gnat,1,50000000,1624,5.860,19760,0,24% 0% 75% 0%,5.862,5.886,0.000
nbody,gcc,6,500000,1186,0.058,19684,0,0% 0% 100% 0%,0.058,0.058,0.000
nbody,gcc,6,5000000,1186,0.504,19684,0,100% 2% 2% 0%,0.505,0.525,0.000
nbody,gcc,6,50000000,1186,4.976,19684,0,0% 100% 0% 0%,4.977,5.017,0.000
nbody,gcc,6,50000000,1186,4.982,19684,0,0% 100% 1% 0%,4.983,5.122,0.000
nbody,gcc,6,50000000,1186,4.980,19684,0,64% 0% 1% 35%,4.982,5.077,0.000
nbody,gcc,6,50000000,1186,4.976,19684,0,100% 0% 0% 0%,4.977,5.006,0.000
nbody,gcc,6,50000000,1186,4.973,19684,0,100% 0% 0% 0%,4.974,5.004,0.000
nbody,gcc,6,50000000,1186,4.974,19684,0,100% 0% 0% 1%,4.976,5.075,0.000
nbody,gpp,8,500000,1524,0.075,19736,0,0% 100% 0% 12%,0.075,0.085,0.000
nbody,gpp,8,5000000,1524,0.667,19736,0,0% 100% 0% 1%,0.668,0.678,0.000
nbody,gpp,8,50000000,1524,6.575,19736,0,0% 100% 0% 1%,6.577,6.787,0.000
nbody,gpp,8,50000000,1524,6.571,19736,0,69% 0% 0% 31%,6.573,6.652,0.000
nbody,gpp,8,50000000,1524,6.540,19736,0,0% 0% 99% 0%,6.540,6.606,0.000
nbody,gpp,8,50000000,1524,6.565,19736,0,100% 0% 0% 0%,6.566,6.625,0.000
nbody,gpp,8,50000000,1524,6.708,19736,0,100% 0% 0% 0%,6.710,6.777,0.000
nbody,gpp,8,50000000,1524,6.564,19736,0,100% 0% 0% 0%,6.566,6.605,0.000
nbody,javaxint,3,500000,1436,1.972,36056,0,0% 63% 0% 1%,3.116,2.032,0.000
nbody,javaxint,3,5000000,1436,17.998,36584,0,69% 30% 0% 0%,18.001,18.127,0.000
nbody,javaxint,3,50000000,1436,179.340,36472,0,100% 0% 0% 0%,179.288,180.005,0.000
nbody,gpp,6,500000,1674,0.077,19736,0,0% 0% 100% 0%,0.078,0.078,0.000
nbody,gpp,6,5000000,1674,0.700,19736,0,0% 1% 0% 100%,0.701,0.710,0.000
nbody,gpp,6,50000000,1674,6.923,19736,0,0% 0% 100% 0%,6.924,7.000,0.000
nbody,gpp,6,50000000,1674,6.916,19736,0,100% 0% 0% 0%,6.917,6.945,0.000
nbody,gpp,6,50000000,1674,6.911,19736,0,100% 0% 0% 0%,6.913,7.031,0.000
nbody,gpp,6,50000000,1674,6.933,19736,0,0% 99% 0% 1%,6.934,7.045,0.000
nbody,gpp,6,50000000,1674,6.911,19736,0,0% 100% 0% 1%,6.912,7.002,0.000
nbody,gpp,6,50000000,1674,6.981,19736,0,1% 0% 100% 1%,6.981,7.142,0.000
nbody,gcc,3,500000,1214,0.061,19684,0,100% 0% 0% 0%,0.062,0.062,0.000
nbody,gcc,3,5000000,1214,0.525,19684,0,100% 0% 0% 0%,0.526,0.526,0.000
nbody,gcc,3,50000000,1214,5.240,19684,0,0% 0% 0% 100%,5.241,5.262,0.000
nbody,gcc,3,50000000,1214,5.239,19684,0,10% 0% 0% 89%,5.241,5.314,0.000
nbody,gcc,3,50000000,1214,5.251,19684,0,0% 1% 1% 100%,5.252,5.394,0.000
nbody,gcc,3,50000000,1214,5.239,19684,0,100% 0% 0% 0%,5.240,5.334,0.000
nbody,gcc,3,50000000,1214,5.251,19684,0,0% 1% 100% 0%,5.251,5.346,0.000
nbody,gcc,3,50000000,1214,5.243,19684,0,100% 0% 1% 0%,5.245,5.360,0.000
nbody,openj9,5,500000,1435,0.682,53848,0,8% 1% 1% 29%,1.809,0.731,0.000
nbody,openj9,5,5000000,1435,1.503,69548,0,15% 14% 2% 83%,1.330,1.541,0.000
nbody,openj9,5,50000000,1435,12.326,70280,0,1% 0% 99% 0%,12.109,12.460,0.000
nbody,openj9,5,50000000,1435,12.137,69728,0,99% 0% 0% 1%,11.941,12.216,0.000
nbody,openj9,5,50000000,1435,12.210,69680,0,0% 2% 99% 0%,12.030,12.403,0.000
nbody,openj9,5,50000000,1435,12.578,69584,0,1% 0% 2% 99%,12.384,12.817,0.000
nbody,openj9,5,50000000,1435,12.246,69460,0,1% 0% 2% 98%,12.052,12.450,0.000
nbody,openj9,5,50000000,1435,12.088,70304,0,0% 1% 99% 0%,11.890,12.259,0.000
nbody,graalvm,5,500000,1435,0.487,61740,0,2% 2% 15% 3%,2.330,0.552,0.000
nbody,graalvm,5,5000000,1435,1.134,102920,0,99% 12% 5% 2%,0.983,1.165,0.000
nbody,graalvm,5,50000000,1435,7.295,102340,0,0% 99% 0% 2%,7.041,7.315,0.000
nbody,graalvm,5,50000000,1435,7.295,102356,0,0% 1% 2% 99%,7.035,7.359,0.000
nbody,graalvm,5,50000000,1435,7.290,102344,0,56% 2% 44% 0%,7.033,7.315,0.000
nbody,graalvm,5,50000000,1435,7.296,102468,0,10% 1% 89% 3%,7.043,7.325,0.000
nbody,graalvm,5,50000000,1435,7.295,102228,0,0% 2% 99% 0%,7.033,7.322,0.000
nbody,graalvm,5,50000000,1435,7.296,102352,0,99% 2% 0% 1%,7.036,7.352,0.000
nbody,ruby,3,500000,1169,2.080,21120,0,1% 75% 0% 0%,2.760,2.169,0.000
nbody,ruby,3,5000000,1169,19.006,21120,0,63% 0% 0% 36%,19.009,19.218,0.000
nbody,ruby,3,50000000,1169,189.119,21120,0,0% 0% 100% 0%,189.126,189.693,0.000
nbody,mri,3,500000,1169,26.407,19684,0,99% 0% 0% 0%,26.594,26.567,0.000
nbody,mri,3,5000000,1169,264.538,19684,0,0% 0% 100% 0%,264.547,265.341,0.000
nbody,mri,3,50000000,1169,2638.609,19684,0,0% 0% 100% 0%,2638.716,2646.632,0.000
nbody,ifc,3,500000,1311,0.073,19900,0,0% 100% 0% 0%,0.074,0.074,0.000
nbody,ifc,3,5000000,1311,0.640,19900,0,3% 0% 0% 100%,0.641,0.661,0.000
nbody,ifc,3,50000000,1311,6.390,19900,0,0% 0% 99% 1%,6.393,6.527,0.000
nbody,ifc,3,50000000,1311,6.415,19644,0,100% 0% 0% 0%,6.417,6.526,0.000
nbody,ifc,3,50000000,1311,6.407,19644,0,100% 0% 0% 0%,6.408,6.505,0.000
nbody,ifc,3,50000000,1311,6.388,19644,0,38% 1% 0% 62%,6.390,6.550,0.000
nbody,ifc,3,50000000,1311,6.406,19644,0,99% 0% 0% 1%,6.408,6.472,0.000
nbody,ifc,3,50000000,1311,6.326,19644,0,0% 0% 100% 0%,6.326,6.447,0.000
nbody,node,6,500000,1274,0.298,50560,0,12% 1% 1% 2%,1.851,0.329,0.000
nbody,node,6,5000000,1274,0.920,51200,0,2% 1% 98% 2%,0.909,0.949,0.000
nbody,node,6,50000000,1274,8.682,51184,0,0% 0% 100% 0%,8.673,8.803,0.000
nbody,node,6,50000000,1274,8.624,51056,0,0% 1% 0% 100%,8.615,8.744,0.000
nbody,node,6,50000000,1274,8.650,51072,0,0% 0% 100% 0%,8.639,8.708,0.000
nbody,node,6,50000000,1274,8.733,51068,0,0% 1% 1% 100%,8.724,8.959,0.000
nbody,node,6,50000000,1274,8.636,51064,0,74% 25% 0% 0%,8.627,8.679,0.000
nbody,node,6,50000000,1274,8.688,51064,0,0% 0% 100% 1%,8.678,8.835,0.000
nbody,csharpaot,3,500000,1311,0.125,19696,0,0% 3% 35% 0%,0.317,0.123,0.000
nbody,csharpaot,3,5000000,1311,0.686,19696,0,100% 0% 2% 1%,0.678,0.708,0.000
nbody,csharpaot,3,50000000,1311,6.712,19696,0,100% 0% 0% 0%,6.704,6.771,0.000
nbody,csharpaot,3,50000000,1311,6.714,19696,0,72% 0% 6% 22%,6.712,6.779,0.000
nbody,csharpaot,3,50000000,1311,6.703,19696,0,100% 0% 0% 1%,6.695,6.789,0.000
nbody,csharpaot,3,50000000,1311,6.703,19696,0,0% 100% 0% 0%,6.694,6.767,0.000
nbody,csharpaot,3,50000000,1311,6.721,19696,0,99% 0% 0% 0%,6.713,6.854,0.000
nbody,csharpaot,3,50000000,1311,6.704,19696,0,0% 0% 0% 100%,6.695,6.815,0.000
nbody,csharpaot,6,500000,1754,0.104,19696,0,29% 3% 0% 0%,0.317,0.102,0.000
nbody,csharpaot,6,5000000,1754,0.493,19696,0,100% 2% 0% 0%,0.484,0.494,0.000
nbody,csharpaot,6,50000000,1754,4.771,19696,0,0% 1% 0% 100%,4.761,4.890,0.000
nbody,csharpaot,6,50000000,1754,4.770,19696,0,100% 0% 1% 1%,4.762,4.896,0.000
nbody,csharpaot,6,50000000,1754,4.765,19696,0,0% 56% 43% 0%,4.762,4.824,0.000
nbody,csharpaot,6,50000000,1754,4.772,19696,0,1% 100% 1% 1%,4.764,4.926,0.000
nbody,csharpaot,6,50000000,1754,4.777,19696,0,0% 100% 0% 1%,4.768,4.868,0.000
nbody,csharpaot,6,50000000,1754,20.823,19696,0,0% 100% 0% 0%,20.816,20.879,0.000
nbody,gnat,5,500000,2452,0.133,19764,0,0% 48% 0% 0%,0.288,0.139,0.000
nbody,gnat,5,5000000,2452,0.916,19764,0,1% 1% 0% 98%,0.917,0.927,0.000
nbody,gnat,5,50000000,2452,9.060,19764,0,100% 0% 0% 0%,9.060,9.187,0.000
nbody,gnat,5,50000000,2452,9.073,19764,0,0% 100% 0% 0%,9.074,9.210,0.000
nbody,gnat,5,50000000,2452,9.081,19764,0,0% 99% 0% 0%,9.083,9.092,0.000
nbody,gnat,5,50000000,2452,9.075,19764,0,100% 0% 0% 0%,9.075,9.202,0.000
nbody,gnat,5,50000000,2452,9.053,19764,0,40% 0% 59% 0%,9.056,9.083,0.000
nbody,gnat,5,50000000,2452,9.056,19764,0,100% 0% 0% 0%,9.057,9.202,0.000
nbody,fsharpcore,4,500000,1296,0.332,33768,0,0% 0% 0% 21%,1.559,0.334,0.000
nbody,fsharpcore,4,5000000,1296,0.797,33864,0,0% 0% 2% 98%,0.809,0.819,0.000
nbody,fsharpcore,4,50000000,1296,6.891,33780,0,56% 0% 0% 43%,6.906,6.961,0.000
nbody,fsharpcore,4,50000000,1296,6.960,33988,0,9% 0% 0% 90%,6.984,7.005,0.000
nbody,fsharpcore,4,50000000,1296,6.890,33992,0,0% 0% 0% 99%,6.901,6.998,0.000
nbody,fsharpcore,4,50000000,1296,6.884,33924,0,99% 0% 0% 0%,6.894,6.963,0.000
nbody,fsharpcore,4,50000000,1296,6.890,33968,0,0% 1% 99% 0%,6.909,7.005,0.000
nbody,fsharpcore,4,50000000,1296,6.883,33984,0,99% 0% 0% 0%,6.896,6.938,0.000
nbody,racket,1,500000,1503,0.835,78204,0,1% 2% 33% 10%,1.993,0.937,0.000
nbody,racket,1,5000000,1503,4.282,78376,0,0% 100% 0% 0%,4.284,4.357,0.000
nbody,racket,1,50000000,1503,41.041,79288,0,0% 0% 0% 100%,41.045,41.086,0.000
nbody,racket,1,50000000,1503,40.958,79380,0,100% 0% 0% 0%,40.962,41.290,0.000
nbody,racket,1,50000000,1503,40.977,78336,0,0% 0% 0% 100%,40.982,41.227,0.000
nbody,racket,1,50000000,1503,40.551,78376,0,100% 0% 0% 0%,40.556,40.718,0.000
nbody,racket,1,50000000,1503,40.865,79516,0,0% 0% 0% 100%,40.870,41.033,0.000
nbody,racket,1,50000000,1503,41.100,78228,0,0% 0% 0% 100%,41.105,41.351,0.000
nbody,gnat,3,500000,1758,0.101,19760,0,28% 0% 0% 0%,0.355,0.102,0.000
nbody,gnat,3,5000000,1758,0.592,19760,0,100% 0% 0% 0%,0.593,0.593,0.000
nbody,gnat,3,50000000,1758,5.764,19760,0,0% 100% 0% 0%,5.765,5.805,0.000
nbody,gnat,3,50000000,1758,5.757,19760,0,0% 0% 99% 0%,5.760,5.812,0.000
nbody,gnat,3,50000000,1758,5.769,19760,0,0% 0% 0% 100%,5.770,5.828,0.000
nbody,gnat,3,50000000,1758,5.756,19760,0,0% 0% 0% 100%,5.757,5.803,0.000
nbody,gnat,3,50000000,1758,5.756,19760,0,0% 0% 0% 100%,5.757,5.809,0.000
nbody,gnat,3,50000000,1758,5.761,19760,0,0% 1% 0% 100%,5.762,5.917,0.000
nbody,dartexe,3,500000,1413,0.121,19660,0,0% 0% 5% 60%,0.196,0.128,0.000
nbody,dartexe,3,5000000,1413,1.121,19660,0,1% 100% 0% 0%,1.121,1.152,0.000
nbody,dartexe,3,50000000,1413,11.147,19660,0,0% 0% 100% 0%,11.148,11.170,0.000
nbody,dartexe,3,50000000,1413,11.152,19660,0,100% 0% 0% 0%,11.153,11.220,0.000
nbody,dartexe,3,50000000,1413,11.154,19660,0,0% 100% 0% 0%,11.154,11.165,0.000
nbody,dartexe,3,50000000,1413,11.151,19660,0,0% 100% 0% 0%,11.152,11.252,0.000
nbody,dartexe,3,50000000,1413,11.149,19660,0,47% 52% 0% 0%,11.150,11.206,0.000
nbody,dartexe,3,50000000,1413,11.149,19660,0,0% 0% 99% 0%,11.149,11.172,0.000
nbody,gpp,3,500000,1402,0.062,19736,0,0% 0% 0% 100%,0.062,0.062,0.000
nbody,gpp,3,5000000,1402,0.538,19736,0,1% 0% 0% 100%,0.539,0.549,0.000
nbody,gpp,3,50000000,1402,5.329,19736,0,0% 100% 0% 0%,5.330,5.383,0.000
nbody,gpp,3,50000000,1402,5.351,19736,0,100% 0% 0% 0%,5.353,5.433,0.000
nbody,gpp,3,50000000,1402,5.347,19736,0,100% 0% 0% 0%,5.348,5.418,0.000
nbody,gpp,3,50000000,1402,5.358,19736,0,0% 100% 1% 0%,5.359,5.471,0.000
nbody,gpp,3,50000000,1402,5.346,19736,0,99% 0% 0% 0%,5.347,5.357,0.000
nbody,gpp,3,50000000,1402,5.312,19736,0,100% 0% 0% 0%,5.314,5.362,0.000
nbody,pharo,1,500000,1801,1.686,77696,0,0% 1% 0% 53%,3.052,1.682,0.000
nbody,pharo,1,5000000,1801,11.921,77568,0,82% 17% 1% 1%,11.843,12.210,0.000
nbody,pharo,1,50000000,1801,116.723,77696,0,0% 100% 0% 0%,115.951,117.806,0.000
nbody,pharo,1,50000000,1801,116.859,77824,0,1% 0% 0% 100%,116.092,119.110,0.000
nbody,pharo,1,50000000,1801,116.731,77696,0,0% 0% 1% 100%,115.958,117.582,0.000
nbody,pharo,1,50000000,1801,116.728,77824,0,0% 0% 0% 100%,115.955,117.694,0.000
nbody,pharo,1,50000000,1801,116.735,77824,0,0% 0% 0% 100%,115.961,117.701,0.000
nbody,pharo,1,50000000,1801,116.708,77696,0,0% 0% 100% 0%,115.934,117.093,0.000
nbody,javaxint,4,500000,1495,1.704,36276,0,2% 0% 0% 58%,2.846,1.736,0.000
nbody,javaxint,4,5000000,1495,15.265,36584,0,99% 0% 0% 0%,15.260,15.413,0.000
nbody,javaxint,4,50000000,1495,151.875,36432,0,100% 0% 0% 0%,151.833,152.440,0.000
nbody,ifx,3,500000,1311,0.158,19648,0,0% 0% 0% 100%,0.158,0.158,0.000
nbody,ifx,3,5000000,1311,0.476,19648,0,2% 0% 0% 100%,0.476,0.486,0.000
nbody,ifx,3,50000000,1311,4.715,19648,0,62% 0% 1% 37%,4.717,4.784,0.000
nbody,ifx,3,50000000,1311,4.720,19648,0,0% 1% 100% 1%,4.722,4.892,0.000
nbody,ifx,3,50000000,1311,4.712,19648,0,100% 0% 0% 0%,4.713,4.741,0.000
nbody,ifx,3,50000000,1311,4.722,19648,0,0% 0% 100% 0%,4.722,4.770,0.000
nbody,ifx,3,50000000,1311,8.203,19648,0,0% 0% 100% 0%,8.203,8.269,0.000
nbody,ifx,3,50000000,1311,4.720,19648,0,0% 0% 0% 100%,4.720,4.777,0.000
nbody,gcc,4,500000,1496,0.052,19684,0,0% 0% 100% 0%,0.053,0.053,0.000
nbody,gcc,4,5000000,1496,0.440,19684,0,0% 2% 100% 0%,0.441,0.451,0.000
nbody,gcc,4,50000000,1496,4.314,19684,0,0% 1% 100% 0%,4.315,4.423,0.000
nbody,gcc,4,50000000,1496,4.331,19684,0,0% 0% 1% 100%,4.331,4.414,0.000
nbody,gcc,4,50000000,1496,4.320,19684,0,67% 0% 0% 33%,4.322,4.374,0.000
nbody,gcc,4,50000000,1496,4.308,19684,0,100% 0% 0% 0%,4.310,4.340,0.000
nbody,gcc,4,50000000,1496,4.381,19684,0,31% 0% 0% 69%,4.383,4.457,0.000
nbody,gcc,4,50000000,1496,4.344,19684,0,0% 0% 0% 100%,4.344,4.383,0.000
nbody,icx,4,500000,1496,0.058,19684,0,100% 0% 0% 0%,0.059,0.059,0.000
nbody,icx,4,5000000,1496,0.503,19684,0,100% 0% 0% 0%,0.504,0.504,0.000
nbody,icx,4,50000000,1496,4.920,19684,0,0% 100% 1% 0%,4.920,4.999,0.000
nbody,icx,4,50000000,1496,5.618,19684,0,0% 0% 1% 100%,5.620,5.772,0.000
nbody,icx,4,50000000,1496,4.931,19684,0,0% 0% 1% 100%,4.932,5.001,0.000
nbody,icx,4,50000000,1496,4.917,19684,0,0% 0% 0% 99%,4.918,4.947,0.000
nbody,icx,4,50000000,1496,4.917,19684,0,0% 100% 0% 0%,4.917,4.957,0.000
nbody,icx,4,50000000,1496,4.943,19684,0,0% 0% 100% 0%,4.944,4.983,0.000
